protocol_version,phase,model_id,parameter_set_id,scenario_id,sample_seed,requested_count,generated_count,outer_count,inner_count,outer_area_m2,inner_area_m2,outer_share,inner_share,raw_density_ratio,observation_status,interpretation
E001-v2,review,D,d-s120-r300,review-ad-single-n5000,2026090605,1000,1000,0,1,53721.23437638546,48066.36759992383,0.0,0.001,0.0,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-equal-n500-per-center,,60500,60500,21521,17003,32400.0,25200.0,0.3557190082644628,0.2810413223140496,0.98444718905814,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-equal-n500-per-center,2026090601,12100,12100,4190,3476,32400.0,25200.0,0.34628099173553717,0.2872727272727273,0.9375399565272983,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-equal-n500-per-center,2026090602,12100,12100,4402,3329,32400.0,25200.0,0.363801652892562,0.27512396694214875,1.0284703447815493,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-equal-n500-per-center,2026090603,12100,12100,4282,3461,32400.0,25200.0,0.35388429752066114,0.28603305785123967,0.9622780827634916,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-equal-n500-per-center,2026090604,12100,12100,4344,3345,32400.0,25200.0,0.3590082644628099,0.2764462809917355,1.0100647732934729,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-equal-n500-per-center,2026090605,12100,12100,4303,3392,32400.0,25200.0,0.3556198347107438,0.2803305785123967,0.9866679769392033,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-imbalanced-n60500,,60500,60500,21824,16894,32400.0,25200.0,0.36072727272727273,0.2792396694214876,1.0047485629349011,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-imbalanced-n60500,2026090601,12100,12100,4397,3384,32400.0,25200.0,0.3633884297520661,0.2796694214876033,1.010605463619648,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-imbalanced-n60500,2026090602,12100,12100,4388,3361,32400.0,25200.0,0.3626446280991735,0.27776859504132234,1.0154385268934512,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-imbalanced-n60500,2026090603,12100,12100,4281,3461,32400.0,25200.0,0.353801652892562,0.28603305785123967,0.96205335644804,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-imbalanced-n60500,2026090604,12100,12100,4387,3379,32400.0,25200.0,0.3625619834710744,0.27925619834710746,1.009799085857091,inner-observed,descriptive-only
E001-v2,spectral,A,a-square-300,spectral-grid-imbalanced-n60500,2026090605,12100,12100,4371,3309,32400.0,25200.0,0.3612396694214876,0.27347107438016527,1.0274000201470737,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-equal-n500-per-center,,60500,60500,12,180,53721.23437638546,48066.36759992383,1.9834710743801652E-4,0.0029752066115702478,0.05964912280701754,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-equal-n500-per-center,2026090601,12100,12100,3,34,53721.23437638546,48066.36759992383,2.4793388429752067E-4,0.0028099173553719006,0.07894736842105263,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-equal-n500-per-center,2026090602,12100,12100,2,36,53721.23437638546,48066.36759992383,1.6528925619834712E-4,0.0029752066115702478,0.04970760233918129,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-equal-n500-per-center,2026090603,12100,12100,2,35,53721.23437638546,48066.36759992383,1.6528925619834712E-4,0.002892561983471074,0.05112781954887218,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-equal-n500-per-center,2026090604,12100,12100,3,35,53721.23437638546,48066.36759992383,2.4793388429752067E-4,0.002892561983471074,0.07669172932330827,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-equal-n500-per-center,2026090605,12100,12100,2,40,53721.23437638546,48066.36759992383,1.6528925619834712E-4,0.003305785123966942,0.044736842105263165,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-imbalanced-n60500,,60500,60500,8,199,53721.23437638546,48066.36759992383,1.322314049586777E-4,0.0032892561983471074,0.03596932028563872,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-imbalanced-n60500,2026090601,12100,12100,1,46,53721.23437638546,48066.36759992383,8.264462809917356E-5,0.0038016528925619835,0.019450800915331808,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-imbalanced-n60500,2026090602,12100,12100,2,42,53721.23437638546,48066.36759992383,1.6528925619834712E-4,0.003471074380165289,0.042606516290726815,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-imbalanced-n60500,2026090603,12100,12100,3,34,53721.23437638546,48066.36759992383,2.4793388429752067E-4,0.0028099173553719006,0.07894736842105263,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-imbalanced-n60500,2026090604,12100,12100,0,33,53721.23437638546,48066.36759992383,0.0,0.0027272727272727275,0.0,inner-observed,descriptive-only
E001-v2,spectral,D,d-s120-r300,spectral-grid-imbalanced-n60500,2026090605,12100,12100,2,44,53721.23437638546,48066.36759992383,1.6528925619834712E-4,0.0036363636363636364,0.04066985645933015,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-grid-imbalanced-n4500,,4500,4500,1641,1189,32400.0,25200.0,0.36466666666666664,0.26422222222222225,1.0734510793383798,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-grid-imbalanced-n4500,2026090601,900,900,314,256,32400.0,25200.0,0.3488888888888889,0.28444444444444444,0.9539930555555555,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-grid-imbalanced-n4500,2026090602,900,900,325,231,32400.0,25200.0,0.3611111111111111,0.25666666666666665,1.0942760942760943,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-grid-imbalanced-n4500,2026090603,900,900,352,230,32400.0,25200.0,0.39111111111111113,0.25555555555555554,1.1903381642512076,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-grid-imbalanced-n4500,2026090604,900,900,318,244,32400.0,25200.0,0.35333333333333333,0.27111111111111114,1.0136612021857923,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-grid-imbalanced-n4500,2026090605,900,900,332,228,32400.0,25200.0,0.3688888888888889,0.25333333333333335,1.1325536062378168,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-single-n500,,500,500,188,138,32400.0,25200.0,0.376,0.276,1.0595813204508857,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-single-n500,2026090601,100,100,41,29,32400.0,25200.0,0.41,0.29,1.099616858237548,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-single-n500,2026090602,100,100,35,29,32400.0,25200.0,0.35,0.29,0.9386973180076628,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-single-n500,2026090603,100,100,39,30,32400.0,25200.0,0.39,0.3,1.011111111111111,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-single-n500,2026090604,100,100,42,23,32400.0,25200.0,0.42,0.23,1.4202898550724636,inner-observed,descriptive-only
E001-v2,tuning,A,a-square-300,tuning-single-n500,2026090605,100,100,31,27,32400.0,25200.0,0.31,0.27,0.8930041152263374,inner-observed,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-grid-imbalanced-n4500,,4500,4500,0,8,53721.23437638546,48066.36759992383,0.0,0.0017777777777777779,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-grid-imbalanced-n4500,2026090601,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-grid-imbalanced-n4500,2026090602,900,900,0,1,53721.23437638546,48066.36759992383,0.0,0.0011111111111111111,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-grid-imbalanced-n4500,2026090603,900,900,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-grid-imbalanced-n4500,2026090604,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-grid-imbalanced-n4500,2026090605,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-single-n500,,500,500,0,1,53721.23437638546,48066.36759992383,0.0,0.002,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-single-n500,2026090601,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-single-n500,2026090602,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-single-n500,2026090603,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-single-n500,2026090604,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,D,d-s100-r300,tuning-single-n500,2026090605,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-grid-imbalanced-n4500,,4500,4500,0,19,53721.23437638546,48066.36759992383,0.0,0.004222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-grid-imbalanced-n4500,2026090601,900,900,0,8,53721.23437638546,48066.36759992383,0.0,0.008888888888888889,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-grid-imbalanced-n4500,2026090602,900,900,0,1,53721.23437638546,48066.36759992383,0.0,0.0011111111111111111,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-grid-imbalanced-n4500,2026090603,900,900,0,6,53721.23437638546,48066.36759992383,0.0,0.006666666666666667,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-grid-imbalanced-n4500,2026090604,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-grid-imbalanced-n4500,2026090605,900,900,0,1,53721.23437638546,48066.36759992383,0.0,0.0011111111111111111,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-single-n500,,500,500,0,2,53721.23437638546,48066.36759992383,0.0,0.004,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-single-n500,2026090601,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-single-n500,2026090602,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-single-n500,2026090603,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-single-n500,2026090604,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,D,d-s120-r300,tuning-single-n500,2026090605,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-grid-imbalanced-n4500,,4500,4500,0,16,53721.23437638546,48066.36759992383,0.0,0.0035555555555555557,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-grid-imbalanced-n4500,2026090601,900,900,0,5,53721.23437638546,48066.36759992383,0.0,0.005555555555555556,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-grid-imbalanced-n4500,2026090602,900,900,0,1,53721.23437638546,48066.36759992383,0.0,0.0011111111111111111,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-grid-imbalanced-n4500,2026090603,900,900,0,4,53721.23437638546,48066.36759992383,0.0,0.0044444444444444444,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-grid-imbalanced-n4500,2026090604,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-grid-imbalanced-n4500,2026090605,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-single-n500,,500,500,0,3,53721.23437638546,48066.36759992383,0.0,0.006,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-single-n500,2026090601,100,100,0,2,53721.23437638546,48066.36759992383,0.0,0.02,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-single-n500,2026090602,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-single-n500,2026090603,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-single-n500,2026090604,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-rejection128,tuning-single-n500,2026090605,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-grid-imbalanced-n4500,,4500,4500,0,16,53721.23437638546,48066.36759992383,0.0,0.0035555555555555557,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-grid-imbalanced-n4500,2026090601,900,900,0,7,53721.23437638546,48066.36759992383,0.0,0.0077777777777777776,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-grid-imbalanced-n4500,2026090602,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-grid-imbalanced-n4500,2026090603,900,900,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-grid-imbalanced-n4500,2026090604,900,900,0,4,53721.23437638546,48066.36759992383,0.0,0.0044444444444444444,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-grid-imbalanced-n4500,2026090605,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-single-n500,,500,500,0,1,53721.23437638546,48066.36759992383,0.0,0.002,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-single-n500,2026090601,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-single-n500,2026090602,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-single-n500,2026090603,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-single-n500,2026090604,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir16,tuning-single-n500,2026090605,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-grid-imbalanced-n4500,,4500,4500,1,9,53721.23437638546,48066.36759992383,2.2222222222222223E-4,0.002,0.09941520467836258,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-grid-imbalanced-n4500,2026090601,900,900,1,1,53721.23437638546,48066.36759992383,0.0011111111111111111,0.0011111111111111111,0.8947368421052633,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-grid-imbalanced-n4500,2026090602,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-grid-imbalanced-n4500,2026090603,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-grid-imbalanced-n4500,2026090604,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-grid-imbalanced-n4500,2026090605,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-single-n500,,500,500,0,1,53721.23437638546,48066.36759992383,0.0,0.002,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-single-n500,2026090601,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-single-n500,2026090602,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-single-n500,2026090603,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-single-n500,2026090604,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b040-sir32,tuning-single-n500,2026090605,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-grid-imbalanced-n4500,,4500,4500,0,16,53721.23437638546,48066.36759992383,0.0,0.0035555555555555557,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-grid-imbalanced-n4500,2026090601,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-grid-imbalanced-n4500,2026090602,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-grid-imbalanced-n4500,2026090603,900,900,0,4,53721.23437638546,48066.36759992383,0.0,0.0044444444444444444,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-grid-imbalanced-n4500,2026090604,900,900,0,4,53721.23437638546,48066.36759992383,0.0,0.0044444444444444444,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-grid-imbalanced-n4500,2026090605,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-single-n500,,500,500,0,3,53721.23437638546,48066.36759992383,0.0,0.006,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-single-n500,2026090601,100,100,0,2,53721.23437638546,48066.36759992383,0.0,0.02,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-single-n500,2026090602,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-single-n500,2026090603,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-single-n500,2026090604,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-rejection128,tuning-single-n500,2026090605,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-grid-imbalanced-n4500,,4500,4500,0,15,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-grid-imbalanced-n4500,2026090601,900,900,0,7,53721.23437638546,48066.36759992383,0.0,0.0077777777777777776,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-grid-imbalanced-n4500,2026090602,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-grid-imbalanced-n4500,2026090603,900,900,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-grid-imbalanced-n4500,2026090604,900,900,0,4,53721.23437638546,48066.36759992383,0.0,0.0044444444444444444,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-grid-imbalanced-n4500,2026090605,900,900,0,1,53721.23437638546,48066.36759992383,0.0,0.0011111111111111111,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-single-n500,,500,500,0,2,53721.23437638546,48066.36759992383,0.0,0.004,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-single-n500,2026090601,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-single-n500,2026090602,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-single-n500,2026090603,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-single-n500,2026090604,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir16,tuning-single-n500,2026090605,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-grid-imbalanced-n4500,,4500,4500,1,8,53721.23437638546,48066.36759992383,2.2222222222222223E-4,0.0017777777777777779,0.11184210526315791,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-grid-imbalanced-n4500,2026090601,900,900,1,1,53721.23437638546,48066.36759992383,0.0011111111111111111,0.0011111111111111111,0.8947368421052633,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-grid-imbalanced-n4500,2026090602,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-grid-imbalanced-n4500,2026090603,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-grid-imbalanced-n4500,2026090604,900,900,0,1,53721.23437638546,48066.36759992383,0.0,0.0011111111111111111,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-grid-imbalanced-n4500,2026090605,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-single-n500,,500,500,0,1,53721.23437638546,48066.36759992383,0.0,0.002,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-single-n500,2026090601,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-single-n500,2026090602,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-single-n500,2026090603,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-single-n500,2026090604,100,100,0,1,53721.23437638546,48066.36759992383,0.0,0.01,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b070-sir32,tuning-single-n500,2026090605,100,100,0,0,53721.23437638546,48066.36759992383,0.0,0.0,,empty-bands,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b100-rejection128,tuning-grid-imbalanced-n4500,,4500,4500,0,16,53721.23437638546,48066.36759992383,0.0,0.0035555555555555557,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b100-rejection128,tuning-grid-imbalanced-n4500,2026090601,900,900,0,4,53721.23437638546,48066.36759992383,0.0,0.0044444444444444444,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b100-rejection128,tuning-grid-imbalanced-n4500,2026090602,900,900,0,2,53721.23437638546,48066.36759992383,0.0,0.0022222222222222222,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b100-rejection128,tuning-grid-imbalanced-n4500,2026090603,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b100-rejection128,tuning-grid-imbalanced-n4500,2026090604,900,900,0,4,53721.23437638546,48066.36759992383,0.0,0.0044444444444444444,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b100-rejection128,tuning-grid-imbalanced-n4500,2026090605,900,900,0,3,53721.23437638546,48066.36759992383,0.0,0.0033333333333333335,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b100-rejection128,tuning-single-n500,,500,500,0,4,53721.23437638546,48066.36759992383,0.0,0.008,0.0,inner-observed,descriptive-only
E001-v2,tuning,E,e-s120-gradient-p1-b100-rejection128,tuning-single-n500,2026090601,100,100,0,2,53721.23437638546,48066.36759992383,0.0,0.02,0.0,inner-observed,descriptive-only
