protocol_version,phase,model_id,parameter_set_id,scenario_id,sample_seed,metric_id,statistic,value,unit,status
E001-v2,confirmation,A,a-square-300,confirmation-grid-equal-n5000-per-center,2026090605,radius,max,210.85307799191378,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-grid-equal-n5000-per-center,2026090605,radius,p50,119.08357724574597,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-grid-equal-n5000-per-center,2026090605,radius,p95,178.34768602831105,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-grid-equal-n5000-per-center,2026090605,radius,p99,197.04855136240332,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-grid-equal-n5000-per-center,2026090605,radius,violations,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-grid-equal-n5000-per-center,2026090605,seam300,value,0.0744781348970895,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,a4,max,0.20339230109150108,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,a4,median,0.10859961656849013,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,a4,min,0.06136701525805255,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,hotspot50,cv,1.823034832360591,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,hotspot50,max,21.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,hotspot50,p99,21.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,neighbors10,value,1.596,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,proximity16,value,0.988,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,proximity24,value,1.0,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,proximity8,value,0.662,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,max.max,205.4334915398205,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,max.median,198.10077831535568,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,max.min,186.01372366780643,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p50.max,132.02636430734802,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p50.median,124.05015087998531,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p50.min,119.51163195093808,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p95.max,183.56834686648995,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p95.median,182.6452387930455,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p95.min,174.26972730105564,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p99.max,195.88150192490272,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p99.median,193.7805699627989,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,p99.min,185.81091994118083,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,violations.max,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,violations.median,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,radius,violations.min,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,samplerFailureCount,value,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,seam300,max,1.6827380952380955,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,seam300,median,1.6410714285714285,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,,seam300,min,1.5944444444444443,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090601,a4,value,0.10859961656849013,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090601,radius,max,201.86524449175323,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090601,radius,p50,124.05015087998531,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090601,radius,p95,183.56834686648995,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090601,radius,p99,193.7805699627989,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090601,radius,violations,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090601,seam300,value,1.5944444444444443,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090602,a4,value,0.20339230109150108,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090602,radius,max,205.4334915398205,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090602,radius,p50,123.63819913091064,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090602,radius,p95,183.49843618279147,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090602,radius,p99,195.88150192490272,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090602,radius,violations,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090602,seam300,value,1.6202380952380953,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090603,a4,value,0.12170925362077344,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090603,radius,max,198.10077831535568,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090603,radius,p50,119.51163195093808,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090603,radius,p95,182.6452387930455,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090603,radius,p99,195.20356420570556,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090603,radius,violations,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090603,seam300,value,1.6827380952380955,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090604,a4,value,0.06136701525805255,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090604,radius,max,194.73104565675095,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090604,radius,p50,126.42348942313919,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090604,radius,p95,174.26972730105564,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090604,radius,p99,193.58064851292988,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090604,radius,violations,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090604,seam300,value,1.6410714285714285,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090605,a4,value,0.10028142119333082,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090605,radius,max,186.01372366780643,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090605,radius,p50,132.02636430734802,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090605,radius,p95,181.4923075672862,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090605,radius,p99,185.81091994118083,m,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090605,radius,violations,0.0,count,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n500,2026090605,seam300,value,1.6736111111111112,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n5000,,a4,max,0.17034655482823088,ratio,valid
E001-v2,confirmation,A,a-square-300,confirmation-single-n5000,,a4,median,0.14340818709488048,ratio,valid
