protocol_version,phase,model_id,parameter_set_id,scenario_id,sample_seed,metric_id,statistic,value,unit,status
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,p95.max,187.64550863842183,m,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,p95.median,177.13599738065005,m,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,p95.min,166.7763197984914,m,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,p99.max,206.07030136543565,m,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,p99.median,189.83494195745044,m,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,p99.min,182.27328365375675,m,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,violations.max,0.0,count,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,violations.median,0.0,count,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,radius,violations.min,0.0,count,valid
E001-v1,tuning,D,d-s100-r300,tuning-single-n500,,samplerFailureCount,value,0.0,count,valid
